cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.19616+0.322329*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.899884+-0.574518*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.14973+1.0023*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.17749+-1.06137*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.0114+-0.16532*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.08893+-0.382334*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.804505+0.194364*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.986253+-0.112021*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.800963+0.155276*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.618258+0.385614*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.06037+-2.3485*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.29408+8.55321*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.54434+-1.66215*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.95719+-1.06087*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.31227+-4.45018*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.813691"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.24227"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.349189+-0.983517*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.14579+0.16474*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.28206+0.436005*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.938912+-0.602745*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.20521+1.07793*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.23567+-1.1861*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.04661+-0.166084*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.17121+-0.514858*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.7778+0.282801*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.0156+-0.118072*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.826615+0.154552*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.55936+0.491485*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.55923+-2.86708*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.9943+9.29709*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.13538+-1.22069*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.09063+-0.150803*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.00066+-4.10072*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.888861"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.11578"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.426589+-0.758212*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.10663+0.222026*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.27308+0.553374*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.931346+-0.481092*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.19165+1.16171*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.22188+-1.08631*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.0346+-0.0758656*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.13334+-0.352274*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.827738+0.267367*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.05089+-0.108821*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.843677+0.190105*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.664048+0.416567*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.88781+-2.07309*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.39603+8.75428*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "3.24512+-2.29457*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.98791+-2.03117*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "6.2063+-5.28239*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.909198"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.14947"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.471495+-0.744826*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.12564+0.198082*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.26356+0.472636*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.925495+-0.550718*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.18852+1.10928*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.21846+-1.11681*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.02931+-0.0962939*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.12742+-0.370924*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.811751+0.269121*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.03311+-0.104033*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.82606+0.194648*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.640372+0.428748*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.85174+-2.04703*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-7.33714+8.68036*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "3.1828+-2.24264*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.93062+-1.98439*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "6.12598+-5.21235*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.899749"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.20887"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.301905+-0.999929*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.1266+0.188821*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.292+0.518077*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.945042+-0.532202*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.2086+1.13114*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.23936+-1.15573*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.05221+-0.146012*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.17776+-0.497451*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.793744+0.281165*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.03357+-0.123125*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.84462+0.14945*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.58262+0.479757*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "3.60419+-2.9031*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-8.06199+9.37967*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "2.18704+-1.26203*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.12806+-0.177572*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "5.06981+-4.15953*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.898389"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.22327"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.333278+-1.7208*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "0.75682+-0.149487*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.90068+0.136887*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.844452+-0.0333189*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "0.921461+0.452695*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "0.935043+-0.557109*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "0.860915+-0.157172*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "0.897947+-0.260832*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.913143+-0.291643*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.902109+-0.273042*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.923546+-0.303966*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.942949+-0.328429*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "1.22031+-0.638949*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "0.256017+0.376305*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "0.767637+-0.154916*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "0.987657+-0.380232*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "1.94091+-1.34321*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.593267"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.146415"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "6.05582+6.53298*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "2.09807+0.828108*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.80196+0.23866*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "1.62665+-0.292007*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.47666+-1.23861*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.44201+1.33735*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.61996+0.377294*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.53106+0.626131*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "1.49459+0.700093*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.52107+0.655442*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.46961+0.729675*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "1.42304+0.788397*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "0.757236+1.53381*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "3.07202+-0.903326*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "1.84388+0.371879*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.31571+0.912751*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "-0.972573+3.22438*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 40, 1.0033, 1.1, "2.26245"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.995368"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.995368+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "0.995368+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "0.995368+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.995368+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.17606+1.14039*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.20575+-1.06701*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.08924+-0.438371*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "0.966676+-0.0953065*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.974269+-0.110703*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "0.693504+0.362603*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "0.575649+0.53262*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.354992+0.810805*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "-0.113214+1.33499*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "0.819439+0.353048*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "0.170491+1.02686*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "-0.1137+1.31789*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "-1.28222+2.49833*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 40, 1.0033, 1.1, "1.22436"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.00467"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "1.00467+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.00467+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.00467+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "1.00467+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "0.82229+-1.15106*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "0.792323+1.07698*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "0.90993+0.44247*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.03364+0.0961976*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "1.02597+0.111738*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.30936+-0.365993*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.42832+-0.5376*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "1.65104+-0.818387*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.12362+-1.34748*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "1.18225+-0.356349*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "1.83726+-1.03646*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "2.12411+-1.33021*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "3.30356+-2.5217*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.773545"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.14191"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.02819+-0.121114*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.939261+-0.249294*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.05035+-0.0281634*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.0786+0.0573708*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.04934+-0.127296*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.05129+-0.271859*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.03297+-0.173015*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.748584+0.623012*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.923202+0.268963*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.46396+-0.642628*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.40185+-0.553035*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.71402+0.314125*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.36683+-0.416739*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.45945+-2.61997*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "3.88013+-3.05676*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.24064+3.21131*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.809347+0.130202*x"
3, iterativefit, central, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.943422"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.09967"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.1418+0.0495634*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.918429+-0.272419*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.04828+-0.0139369*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.08484+0.0967399*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.05788+-0.0734161*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.06082+-0.292464*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.04435+-0.203552*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.764517+0.579731*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.911156+0.28241*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.43573+-0.601898*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.39459+-0.542557*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.706165+0.325355*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.4732+-0.5334*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.22216+-2.37479*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "4.12098+-3.30805*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.95827+3.94157*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.0163388+0.936606*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.958384"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.18007"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "0.924455+-0.275984*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "1.02777+-0.127061*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "0.974098+-0.233904*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.1071+0.168707*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.04969+-0.193592*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.0512+-0.305889*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.0085+-0.0755077*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.794762+0.522789*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.929153+0.250301*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.30264+-0.379321*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.56295+-0.754836*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.746347+0.274671*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.30352+-0.349122*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.97655+-3.16343*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "3.56939+-2.74067*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-1.96242+2.92427*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "1.61475+-0.689406*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.92777"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "0.795622"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.888+1.18306*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "1.02467+-0.0613791*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.10596+0.100438*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.11762+0.135733*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.08213+-0.0882097*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.08433+-0.251657*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.06935+-0.17086*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.764489+0.682508*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.965087+0.275779*x"
